no_kk,nik,nama,jenis_kelamin,tempat_tanggal_lahir,pekerjaan,agama,pendidikan,status,shdk,alamat,rt,rw
3505040000000143,3505000400000143,"Warga RT 04 No 143",Laki-laki,"Blitar, 18 Jan 1984",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000144,3505000400000144,"Warga RT 04 No 144",Perempuan,"Blitar, 4 Jan 1967",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000145,3505000400000145,"Warga RT 04 No 145",Laki-laki,"Blitar, 12 Jan 2003",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000146,3505000400000146,"Warga RT 04 No 146",Perempuan,"Blitar, 2 Jan 1976",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000147,3505000400000147,"Warga RT 04 No 147",Laki-laki,"Blitar, 6 Jan 1994",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000148,3505000400000148,"Warga RT 04 No 148",Perempuan,"Blitar, 5 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000149,3505000400000149,"Warga RT 04 No 149",Laki-laki,"Blitar, 10 Jan 1988",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000150,3505000400000150,"Warga RT 04 No 150",Perempuan,"Blitar, 8 Jan 2009",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000151,3505000400000151,"Warga RT 04 No 151",Laki-laki,"Blitar, 12 Jan 1976",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000152,3505000400000152,"Warga RT 04 No 152",Perempuan,"Blitar, 8 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000153,3505000400000153,"Warga RT 04 No 153",Laki-laki,"Blitar, 2 Jan 2006",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000154,3505000400000154,"Warga RT 04 No 154",Perempuan,"Blitar, 10 Jan 1950",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000155,3505000400000155,"Warga RT 04 No 155",Laki-laki,"Blitar, 4 Jan 1980",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000156,3505000400000156,"Warga RT 04 No 156",Perempuan,"Blitar, 28 Jan 1955",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000157,3505000400000157,"Warga RT 04 No 157",Laki-laki,"Blitar, 14 Jan 1959",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000158,3505000400000158,"Warga RT 04 No 158",Perempuan,"Blitar, 28 Jan 1974",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000159,3505000400000159,"Warga RT 04 No 159",Laki-laki,"Blitar, 25 Jan 1967",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000160,3505000400000160,"Warga RT 04 No 160",Perempuan,"Blitar, 23 Jan 1969",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000161,3505000400000161,"Warga RT 04 No 161",Laki-laki,"Blitar, 25 Jan 1988",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000162,3505000400000162,"Warga RT 04 No 162",Perempuan,"Blitar, 17 Jan 1993",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000163,3505000400000163,"Warga RT 04 No 163",Laki-laki,"Blitar, 25 Jan 1981",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000164,3505000400000164,"Warga RT 04 No 164",Perempuan,"Blitar, 21 Jan 1981",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000165,3505000400000165,"Warga RT 04 No 165",Laki-laki,"Blitar, 6 Jan 1983",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000166,3505000400000166,"Warga RT 04 No 166",Perempuan,"Blitar, 23 Jan 1953",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000167,3505000400000167,"Warga RT 04 No 167",Laki-laki,"Blitar, 26 Jan 1982",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000168,3505000400000168,"Warga RT 04 No 168",Perempuan,"Blitar, 2 Jan 1987",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000169,3505000400000169,"Warga RT 04 No 169",Laki-laki,"Blitar, 15 Jan 1960",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000170,3505000400000170,"Warga RT 04 No 170",Perempuan,"Blitar, 25 Jan 1952",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000171,3505000400000171,"Warga RT 04 No 171",Laki-laki,"Blitar, 18 Jan 1975",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000172,3505000400000172,"Warga RT 04 No 172",Perempuan,"Blitar, 10 Jan 1987",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000173,3505000400000173,"Warga RT 04 No 173",Laki-laki,"Blitar, 11 Jan 1959",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000174,3505000400000174,"Warga RT 04 No 174",Perempuan,"Blitar, 1 Jan 1958",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000175,3505000400000175,"Warga RT 04 No 175",Laki-laki,"Blitar, 20 Jan 2009",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000176,3505000400000176,"Warga RT 04 No 176",Perempuan,"Blitar, 17 Jan 2003",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000177,3505000400000177,"Warga RT 04 No 177",Laki-laki,"Blitar, 25 Jan 2005",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000178,3505000400000178,"Warga RT 04 No 178",Perempuan,"Blitar, 4 Jan 1994",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000179,3505000400000179,"Warga RT 04 No 179",Laki-laki,"Blitar, 6 Jan 1976",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000180,3505000400000180,"Warga RT 04 No 180",Perempuan,"Blitar, 20 Jan 1966",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000181,3505000400000181,"Warga RT 04 No 181",Laki-laki,"Blitar, 26 Jan 1967",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000182,3505000400000182,"Warga RT 04 No 182",Perempuan,"Blitar, 20 Jan 1995",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000183,3505000400000183,"Warga RT 04 No 183",Laki-laki,"Blitar, 10 Jan 1983",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000184,3505000400000184,"Warga RT 04 No 184",Perempuan,"Blitar, 26 Jan 1953",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000185,3505000400000185,"Warga RT 04 No 185",Laki-laki,"Blitar, 28 Jan 2005",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000186,3505000400000186,"Warga RT 04 No 186",Perempuan,"Blitar, 26 Jan 1950",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000187,3505000400000187,"Warga RT 04 No 187",Laki-laki,"Blitar, 27 Jan 1952",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000188,3505000400000188,"Warga RT 04 No 188",Perempuan,"Blitar, 28 Jan 1965",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000189,3505000400000189,"Warga RT 04 No 189",Laki-laki,"Blitar, 14 Jan 1951",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000190,3505000400000190,"Warga RT 04 No 190",Perempuan,"Blitar, 9 Jan 1987",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000191,3505000400000191,"Warga RT 04 No 191",Laki-laki,"Blitar, 16 Jan 1952",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000192,3505000400000192,"Warga RT 04 No 192",Perempuan,"Blitar, 16 Jan 1974",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000193,3505000400000193,"Warga RT 04 No 193",Laki-laki,"Blitar, 12 Jan 1958",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000194,3505000400000194,"Warga RT 04 No 194",Perempuan,"Blitar, 5 Jan 1973",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000195,3505000400000195,"Warga RT 04 No 195",Laki-laki,"Blitar, 9 Jan 1995",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000196,3505000400000196,"Warga RT 04 No 196",Perempuan,"Blitar, 3 Jan 2003",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000197,3505000400000197,"Warga RT 04 No 197",Laki-laki,"Blitar, 6 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000198,3505000400000198,"Warga RT 04 No 198",Perempuan,"Blitar, 12 Jan 1970",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000199,3505000400000199,"Warga RT 04 No 199",Laki-laki,"Blitar, 23 Jan 1986",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
3505040000000200,3505000400000200,"Warga RT 04 No 200",Perempuan,"Blitar, 7 Jan 2007",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 04",04,01
