no_kk,nik,nama,jenis_kelamin,tempat_tanggal_lahir,pekerjaan,agama,pendidikan,status,shdk,alamat,rt,rw
3505010000000143,3505000100000143,"Warga RT 01 No 143",Laki-laki,"Blitar, 27 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000144,3505000100000144,"Warga RT 01 No 144",Perempuan,"Blitar, 12 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000145,3505000100000145,"Warga RT 01 No 145",Laki-laki,"Blitar, 28 Jan 1965",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000146,3505000100000146,"Warga RT 01 No 146",Perempuan,"Blitar, 4 Jan 1971",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000147,3505000100000147,"Warga RT 01 No 147",Laki-laki,"Blitar, 8 Jan 2002",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000148,3505000100000148,"Warga RT 01 No 148",Perempuan,"Blitar, 22 Jan 1967",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000149,3505000100000149,"Warga RT 01 No 149",Laki-laki,"Blitar, 14 Jan 1959",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000150,3505000100000150,"Warga RT 01 No 150",Perempuan,"Blitar, 25 Jan 1978",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000151,3505000100000151,"Warga RT 01 No 151",Laki-laki,"Blitar, 24 Jan 1990",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000152,3505000100000152,"Warga RT 01 No 152",Perempuan,"Blitar, 4 Jan 1997",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000153,3505000100000153,"Warga RT 01 No 153",Laki-laki,"Blitar, 4 Jan 1958",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000154,3505000100000154,"Warga RT 01 No 154",Perempuan,"Blitar, 7 Jan 1967",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000155,3505000100000155,"Warga RT 01 No 155",Laki-laki,"Blitar, 11 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000156,3505000100000156,"Warga RT 01 No 156",Perempuan,"Blitar, 26 Jan 1970",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000157,3505000100000157,"Warga RT 01 No 157",Laki-laki,"Blitar, 28 Jan 1978",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000158,3505000100000158,"Warga RT 01 No 158",Perempuan,"Blitar, 27 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000159,3505000100000159,"Warga RT 01 No 159",Laki-laki,"Blitar, 16 Jan 1985",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000160,3505000100000160,"Warga RT 01 No 160",Perempuan,"Blitar, 5 Jan 2008",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000161,3505000100000161,"Warga RT 01 No 161",Laki-laki,"Blitar, 28 Jan 1964",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000162,3505000100000162,"Warga RT 01 No 162",Perempuan,"Blitar, 22 Jan 1965",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000163,3505000100000163,"Warga RT 01 No 163",Laki-laki,"Blitar, 2 Jan 1986",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000164,3505000100000164,"Warga RT 01 No 164",Perempuan,"Blitar, 15 Jan 2008",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000165,3505000100000165,"Warga RT 01 No 165",Laki-laki,"Blitar, 11 Jan 1956",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000166,3505000100000166,"Warga RT 01 No 166",Perempuan,"Blitar, 16 Jan 1968",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000167,3505000100000167,"Warga RT 01 No 167",Laki-laki,"Blitar, 15 Jan 1975",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000168,3505000100000168,"Warga RT 01 No 168",Perempuan,"Blitar, 6 Jan 1962",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000169,3505000100000169,"Warga RT 01 No 169",Laki-laki,"Blitar, 8 Jan 1977",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000170,3505000100000170,"Warga RT 01 No 170",Perempuan,"Blitar, 25 Jan 1968",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000171,3505000100000171,"Warga RT 01 No 171",Laki-laki,"Blitar, 28 Jan 1966",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000172,3505000100000172,"Warga RT 01 No 172",Perempuan,"Blitar, 13 Jan 1954",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000173,3505000100000173,"Warga RT 01 No 173",Laki-laki,"Blitar, 22 Jan 1983",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000174,3505000100000174,"Warga RT 01 No 174",Perempuan,"Blitar, 22 Jan 1991",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000175,3505000100000175,"Warga RT 01 No 175",Laki-laki,"Blitar, 25 Jan 2001",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000176,3505000100000176,"Warga RT 01 No 176",Perempuan,"Blitar, 11 Jan 1972",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000177,3505000100000177,"Warga RT 01 No 177",Laki-laki,"Blitar, 1 Jan 1972",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000178,3505000100000178,"Warga RT 01 No 178",Perempuan,"Blitar, 6 Jan 1995",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000179,3505000100000179,"Warga RT 01 No 179",Laki-laki,"Blitar, 26 Jan 1959",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000180,3505000100000180,"Warga RT 01 No 180",Perempuan,"Blitar, 26 Jan 1979",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000181,3505000100000181,"Warga RT 01 No 181",Laki-laki,"Blitar, 7 Jan 1972",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000182,3505000100000182,"Warga RT 01 No 182",Perempuan,"Blitar, 3 Jan 1973",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000183,3505000100000183,"Warga RT 01 No 183",Laki-laki,"Blitar, 13 Jan 1951",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000184,3505000100000184,"Warga RT 01 No 184",Perempuan,"Blitar, 17 Jan 1957",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000185,3505000100000185,"Warga RT 01 No 185",Laki-laki,"Blitar, 22 Jan 1986",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000186,3505000100000186,"Warga RT 01 No 186",Perempuan,"Blitar, 6 Jan 1998",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000187,3505000100000187,"Warga RT 01 No 187",Laki-laki,"Blitar, 17 Jan 1974",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000188,3505000100000188,"Warga RT 01 No 188",Perempuan,"Blitar, 2 Jan 1952",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000189,3505000100000189,"Warga RT 01 No 189",Laki-laki,"Blitar, 21 Jan 2006",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000190,3505000100000190,"Warga RT 01 No 190",Perempuan,"Blitar, 27 Jan 1984",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000191,3505000100000191,"Warga RT 01 No 191",Laki-laki,"Blitar, 7 Jan 2003",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000192,3505000100000192,"Warga RT 01 No 192",Perempuan,"Blitar, 23 Jan 1984",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000193,3505000100000193,"Warga RT 01 No 193",Laki-laki,"Blitar, 21 Jan 1986",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000194,3505000100000194,"Warga RT 01 No 194",Perempuan,"Blitar, 13 Jan 1968",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000195,3505000100000195,"Warga RT 01 No 195",Laki-laki,"Blitar, 17 Jan 1984",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000196,3505000100000196,"Warga RT 01 No 196",Perempuan,"Blitar, 17 Jan 1980",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000197,3505000100000197,"Warga RT 01 No 197",Laki-laki,"Blitar, 22 Jan 1950",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000198,3505000100000198,"Warga RT 01 No 198",Perempuan,"Blitar, 23 Jan 1999",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000199,3505000100000199,"Warga RT 01 No 199",Laki-laki,"Blitar, 18 Jan 1995",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
3505010000000200,3505000100000200,"Warga RT 01 No 200",Perempuan,"Blitar, 23 Jan 1982",Petani,Islam,SMA,Kawin,"Kepala Keluarga","Jl. Desa Binangun RT 01",01,01
